Income,Liab_ratio,Total_assete,EPS,Networth,Return_Eq,Revenue,Turnover,Stock,Reture_A,Top_100
602547,60.07,6565820.0,1.85,3006687,21.1,8690155,2.67,3257148.0,9.25,0
253371,9.21,10066823.0,0.77,8910744,2.88,9381644,1.82,3211800.0,2.57,0
108351,62.45,11667992.0,0.38,3909369,2.82,10560947,1.95,2805260.0,0.95,0
845733,57.67,19893273.0,2.69,8101430,11.22,9852311,0.89,3082226.0,4.38,0
75993,16.18,2076932.0,0.58,1708979,4.47,3266944,2.45,1305215.0,3.63,0
19810,17.8,1195584.0,0.25,1041869,1.93,757773,1.19,806945.0,1.66,0
423567,38.66,13212563.0,1.04,9089375,5.23,12717152,2.33,4371307.0,3.34,0
149541,56.35,8303616.0,0.87,3540413,4.32,7600525,1.76,1812645.0,1.87,0
1698779,51.06,48037782.0,6.05,27389394,6.57,21266659,0.74,3308663.0,3.52,0
1164589,15.68,13375276.0,12.22,11121041,10.59,4801405,0.65,952971.0,8.9,0
-77498,56.79,12530665.0,-0.48,5188680,-1.52,7237623,0.89,1630142.0,-0.63,0
40157,58.87,8415947.0,0.26,3259089,1.26,7433603,1.84,1563868.0,0.49,0
844378,61.26,32025140.0,1.05,10787307,7.94,9695119,0.71,8339349.0,2.69,0
111477,46.19,14575805.0,0.24,7543425,1.81,5704663,0.58,4733292.0,0.95,0
215261,49.4,29268382.0,-0.03,15858659,1.38,24024443,1.59,8257099.0,0.74,0
676010,33.55,50187227.0,0.75,33819562,2.02,17105502,0.78,9847336.0,1.35,0
6001203,52.47,151325153.0,1.85,80975281,7.63,96209056,1.16,32414155.0,3.99,0
972225,55.3,42390039.0,1.07,19109727,5.15,30260185,1.35,9094100.0,2.3,0
901716,16.75,12257115.0,2.62,11182259,8.2,3282255,0.37,3423260.0,7.47,0
3620225,18.04,14409854.0,7.21,11287410,35.28,14402725,2.07,4924167.0,28.15,0
561919,43.56,8049717.0,1.33,4524978,12.84,4882864,1.25,3323492.0,7.2,0
523696,14.47,2916069.0,7.39,2525111,21.84,1596510,1.08,709016.0,18.92,0
594759,44.52,4725135.0,6.58,2719423,22.6,2602257,1.24,903664.0,13.36,0
4839562,81.82,301322746.0,2.8,64875320,7.84,82597514,0.46,10000000.0,1.61,0
3540548,18.07,54597693.0,6.01,45706644,7.85,30874600,1.0,5536203.0,6.61,0
2051856,62.94,44018077.0,2.41,16066789,12.89,40774917,1.44,8030776.0,4.67,0
-1600087,81.59,37247566.0,-3.38,5008081,-30.2,25296629,0.84,4730555.0,-4.39,0
1404259,,24053202.0,2.65,16797569,,9349649,,3994260.0,,0
6540938,24.49,27764630.0,21.8,21674551,32.34,29660638,2.01,3000000.0,23.49,0
98938,22.55,5494037.0,1.3,3681694,2.75,3423476,1.52,757803.0,1.84,0
250171,37.04,7527861.0,2.03,3568748,7.13,3340199,1.0,1219166.0,3.19,0
359289,31.08,4281814.0,6.23,2839481,12.98,2538399,1.05,602881.0,8.71,0
27288,42.66,2263862.0,0.69,1298763,2.1,1181611,1.36,457597.0,1.22,0
825466,56.66,32363922.0,4.07,13445532,6.29,21644152,1.27,1180070.0,2.62,0
6546,,2364110.0,0.08,1678002,,847271,,872753.0,,0
-284892,75.02,3902206.0,-6.23,551109,-43.62,757591,0.88,456685.0,-7.78,0
1070976,,18549908.0,14.5,11356644,,39561996,,807087.0,,0
107544,,3033070.0,5.2,988387,,3623549,,220000.0,,0
9829204,60.01,176067237.0,4.31,74141514,13.29,157133623,1.65,23508670.0,5.57,1
105636,17.17,2146524.0,0.64,1738886,6.25,759358,0.44,1663029.0,4.86,0
27180412,44.02,377516375.0,2.42,235773102,11.9,176820914,0.68,124224015.0,7.29,1
21579,23.9,2901120.0,0.08,2214923,0.98,582434,0.3,2056608.0,0.75,0
27384339,43.94,336416215.0,9.81,178589641,15.58,282605493,1.48,25975433.0,8.24,1
240132,73.35,99275157.0,0.11,24987998,0.97,128219874,2.44,14670052.0,0.24,0
4664701,57.95,66395616.0,3.91,29146571,16.45,60516929,1.56,11918206.0,7.09,0
-95415,47.15,5399783.0,-0.42,2419530,-3.88,3949997,2.03,2280283.0,-1.84,0
414059,41.32,12572852.0,2.14,7350506,5.71,4784973,0.71,1827405.0,3.3,0
114325587,57.85,3674275590.0,7.34,1474146409,8.03,5358023065,2.66,138629906.0,3.26,1
-34701,72.5,1902890.0,-0.9,478995,-7.32,1075547,1.23,945997.0,-1.8,0
124827,23.27,24805009.0,0.1,19321651,0.66,9401027,0.52,11588812.0,0.5,0
10409512,70.01,466925698.0,2.15,115989650,9.14,1048929251,4.23,44071466.0,2.31,1
13003182,52.02,183030890.0,27.58,69499336,19.06,67672108,0.7,4969841.0,7.14,0
790495,42.0,20679624.0,1.28,12788294,6.29,20547713,2.08,5183462.0,3.88,0
-266123,61.89,14483819.0,-0.48,7602768,-3.99,13851909,1.91,7372225.0,-1.87,0
518158082,28.38,2760711405.0,19.97,1850621999,28.48,1339254811,0.7,259303805.0,19.2,1
65950,52.82,23749910.0,0.11,11086684,0.59,25995735,2.08,5574030.0,0.28,0
1310560,43.19,15950230.0,1.9,9740355,14.18,15179443,1.84,6519961.0,8.51,0
5325612,46.43,65892218.0,2.9,36194392,15.03,39800947,0.97,18561864.0,8.29,0
486307,45.49,9069965.0,3.34,3416690,15.28,4666756,1.07,2527136.0,6.01,0
575129,29.48,10641427.0,1.52,7693326,7.7,5590046,0.93,3786228.0,5.4,0
219533,28.82,2962981.0,1.42,2177973,10.46,1845652,0.83,1561651.0,7.58,0
1519043,39.07,126043240.0,0.33,70592687,2.27,60683171,0.83,39800002.0,1.23,0
5048640,56.63,31122969.0,9.07,14483073,36.72,54462872,3.45,5594564.0,16.88,1
8538386,64.83,159675713.0,4.89,56850168,15.66,334200976,3.97,16679470.0,5.54,0
1431116,62.71,9208138.0,15.1,3358857,47.09,3747452,0.59,967836.0,17.14,0
-801727,46.7,19551669.0,-1.29,10287946,-7.65,6578209,0.62,6936797.0,-4.03,0
401381,42.56,10575718.0,1.92,6011354,6.77,8450611,1.48,1821403.0,3.85,0
6366561,64.69,170811949.0,2.54,58963220,10.79,191701702,2.19,19667820.0,3.83,1
6145610,62.08,183908672.0,2.01,61941964,10.17,277112477,2.55,30478538.0,3.46,1
4686123,34.01,169109720.0,3.34,110268755,4.45,104789599,1.0,14144852.0,2.8,1
45702,31.89,22477318.0,0.12,15306104,0.3,15313285,1.36,3974954.0,0.21,0
6572978,70.5,214161437.0,2.1,57890743,11.34,508294198,4.37,35874751.0,2.95,1
28386878,47.93,396514716.0,35.76,214641551,12.59,412780439,1.76,7427603.0,6.57,1
10429,58.44,3145443.0,0.11,1214920,0.85,1920858,1.13,946162.0,0.33,0
30390,20.66,6482437.0,0.12,4869154,0.62,3527149,1.06,1714711.0,0.47,0
2380957,41.87,28128883.0,5.56,16388693,15.02,15532543,0.92,4212945.0,8.65,0
666944,60.36,94266222.0,1.12,39879138,1.69,20238946,0.38,6697630.0,0.69,0
-300090,1.07,17594109.0,-0.47,17507575,-2.06,160171,0.05,6309675.0,-2.04,0
15432,77.88,1168651.0,0.11,256428,6.12,863359,1.19,1959324.0,1.32,0
146905,14.71,3697542.0,0.64,3002175,4.85,1653269,0.67,2245285.0,3.91,0
-1435460,54.68,23834297.0,-2.32,9671800,-14.62,14386972,1.58,6194072.0,-6.08,0
2066612,65.73,21649496.0,3.82,9265636,22.79,23398323,1.57,5464879.0,9.33,0
-163140,35.61,7645260.0,-0.44,5133515,-3.16,5457586,1.0,3801023.0,-2.12,0
-4988030,75.92,110555435.0,-0.46,23841188,-20.13,31641355,0.5,23395367.0,-4.55,0
1558735,51.06,18062909.0,6.4,8924147,18.26,12950974,1.4,2362025.0,8.86,0
-444902,33.42,9131183.0,-1.63,5896458,-7.5,3442017,1.15,2823628.0,-4.82,0
581393,40.49,13698167.0,3.42,7641614,7.75,4466552,0.64,1358442.0,4.31,0
4331235,35.42,49429157.0,6.88,27413122,16.34,84602841,2.79,6356889.0,8.74,1
7959505,48.61,78397515.0,9.42,35539852,23.11,146502789,3.44,8448562.0,10.34,1
8793526,62.92,78095917.0,17.24,29468746,30.88,77759470,1.42,5106849.0,11.03,0
-412653,45.17,2697041.0,-2.36,1100865,-37.63,1835372,1.06,1794441.0,-15.65,0
25390060,76.91,663857379.0,6.57,150292855,17.32,1090858851,2.87,38626274.0,3.92,1
3694270,47.34,27856806.0,11.33,16755509,22.88,27200786,1.72,3329183.0,13.62,0
6567771,55.36,75441996.0,7.8,32671682,20.62,95082227,2.19,7394603.0,8.91,0
1293318,53.89,22187577.0,6.39,8446762,15.95,21179505,1.49,1962980.0,6.04,0
4844834,57.13,18442050.0,9.57,10574427,67.31,6502715,1.04,4951858.0,35.31,0
195323,21.19,2928608.0,0.91,2351289,8.41,531099,0.41,2140216.0,6.74,0
1884368,61.47,82262102.0,4.06,30083888,6.36,89552100,2.16,5123269.0,2.25,1
1249680,39.35,30267150.0,2.79,17938690,7.06,21637035,1.29,4433931.0,4.22,0
7302987,30.68,50199385.0,9.4,35046423,21.45,51119408,2.05,7722545.0,14.91,0
477833,38.59,8084004.0,3.54,5033639,9.55,8349522,1.72,1146889.0,5.91,0
145600,26.1,2808277.0,0.8,2149432,6.64,2104572,1.29,1781000.0,5.15,0
618827,16.69,12620589.0,0.55,10019001,6.29,6414140,0.48,5919949.0,5.01,0
120190,30.99,9460234.0,0.4,5703484,2.13,5502842,1.26,3075366.0,1.33,0
4091332,62.15,27048567.0,21.16,10151518,42.14,35836642,1.82,1905867.0,15.42,0
62105,22.4,3913584.0,0.17,3398052,1.85,1744376,1.3,3434273.0,1.61,0
-560980,65.16,15674046.0,-2.17,5858681,-10.1,9554735,1.01,2859057.0,-3.74,0
7686041,7.93,165631980.0,2.51,153812027,5.0,61005514,0.55,30972203.0,4.62,1
2907427,52.73,407270295.0,0.36,193790365,1.55,270955381,1.18,96242451.0,0.73,1
34705543,19.07,506377992.0,4.31,389258457,9.03,207608998,0.76,77574465.0,6.91,1
-13831,67.25,4611671.0,-0.1,1589361,-0.89,3801959,1.33,1273592.0,-0.3,0
371786,55.7,7165650.0,2.25,3238542,11.64,21557473,4.58,1617358.0,5.02,0
87210,59.56,5590680.0,0.66,2080241,4.23,1964549,0.79,800000.0,1.63,0
1617691,17.23,7998126.0,6.41,5719177,29.63,7051145,1.06,1928923.0,20.08,0
402659,44.09,12555955.0,0.87,5582887,7.35,10278461,2.07,3289862.0,3.28,0
444452,46.87,5568202.0,2.9,3251623,13.92,2475359,0.79,1526487.0,7.56,0
851650,55.2,10419061.0,3.39,4594129,18.93,12781281,2.21,2509297.0,8.3,0
199070,25.06,3688376.0,1.37,2326668,8.69,2306140,1.43,1450472.0,5.96,0
-141504,59.26,583468.0,-7.73,129127,-136.82,17978,0.07,189670.0,-30.64,0
183413,27.77,2911546.0,1.51,1933668,9.76,4672310,3.19,1014988.0,6.44,0
307901,40.28,6208768.0,1.02,3946162,7.86,2428616,0.73,3006223.0,5.06,0
115687,51.56,4398765.0,0.63,2222870,5.21,3021959,1.06,1843145.0,2.66,0
1380603,25.55,11030660.0,10.81,7444787,19.25,5920258,1.18,1281127.0,13.06,0
-69543,66.76,973199.0,-1.63,314872,-24.11,900394,1.83,397482.0,-7.68,0
308372,64.62,13974028.0,1.85,4786957,6.5,19542720,2.46,1664688.0,2.22,0
46775,40.43,2297477.0,0.42,1376748,3.41,2298426,2.29,1109270.0,2.06,0
590755,40.21,7948046.0,3.93,4821828,12.66,4050378,0.93,1444960.0,7.51,0
-6266,79.47,552424.0,-0.33,335884,-2.29,133723,0.42,270000.0,-0.94,0
341504,21.83,4309329.0,1.94,3187255,11.15,2619977,1.06,1780100.0,7.94,0
22168,16.21,948088.0,0.07,823324,2.71,379424,0.75,601956.0,2.37,0
1319400,49.61,34155348.0,6.39,12270743,11.11,34444819,2.38,2093332.0,4.03,0
219766,55.31,2184414.0,1.58,1257787,17.94,2990077,2.01,1391173.0,10.44,0
2662311,14.66,21532124.0,4.68,17996719,15.12,14701682,1.09,5688459.0,12.71,0
122004,66.25,11586578.0,0.6,3957910,2.9,5306536,0.68,2400593.0,0.92,0
-454870,30.18,891342.0,-3.09,515245,-76.16,469729,0.71,1456870.0,-45.62,0
-94762,43.84,1866657.0,-0.93,863289,-11.0,1774217,1.59,1055576.0,-5.06,0
3637140,52.43,61315518.0,2.97,29326076,12.8,28959304,0.81,12227451.0,5.98,0
435915,41.78,10175204.0,1.69,5927120,7.46,27007073,4.83,2582527.0,4.27,0
1197735,8.46,20737622.0,2.79,18672026,6.47,11446696,1.12,4290617.0,5.86,0
166842,57.97,4289866.0,1.7,1894704,8.96,5757866,2.3,1000000.0,3.94,0
41438573,31.46,533906327.0,26.01,375084451,11.57,322145988,0.94,15902755.0,8.09,1
532588,34.77,4318600.0,2.88,2901719,18.83,2645003,1.01,1849059.0,12.43,0
1543073,41.3,42072391.0,5.91,25599669,6.12,17437999,0.68,2633292.0,3.68,0
-154613,48.45,10362671.0,-0.46,4744881,-3.28,9243618,2.0,3376884.0,-1.55,0
3193038,32.4,14452190.0,11.14,9273056,36.86,15099690,1.48,3038804.0,23.05,0
502440,44.91,8782477.0,4.25,4859804,10.57,6364618,1.57,1055956.0,5.86,0
-42496,60.03,5198002.0,-0.25,2152906,-1.99,3454386,1.08,1692000.0,-0.82,0
191139,52.21,7959490.0,0.96,3965924,5.25,5439230,1.34,1593246.0,2.51,0
123760,45.73,4910342.0,0.87,2597295,4.8,4526914,1.71,1419346.0,2.54,0
513384,64.49,11208529.0,2.63,4109162,12.71,8908665,2.0,1955312.0,4.67,0
24782,79.02,1668803.0,0.5,316812,8.3,4548266,4.52,535873.0,1.63,0
6368,59.41,4060014.0,0.04,1640392,0.39,1245165,1.06,1563342.0,0.16,0
475245,58.66,6750801.0,2.94,2682492,18.46,4085806,1.21,1492055.0,7.36,0
38776,40.34,1952647.0,0.55,1138068,3.4,2160998,1.94,699612.0,2.14,0
97961,39.57,1302705.0,2.07,771770,12.94,773691,1.02,472539.0,7.74,0
976185,46.0,11565215.0,5.13,7403640,14.16,7822322,1.17,1532635.0,8.59,0
21166068,38.88,255903195.0,27.65,158071602,14.03,82506032,0.61,7616181.0,8.47,1
356967,33.02,8278321.0,1.55,5328057,6.85,4779614,1.12,1849683.0,4.39,0
176048,43.85,9773644.0,0.92,3347399,5.3,3053333,1.08,1982165.0,2.14,0
670135,31.24,9155867.0,4.7,5873989,11.63,5394839,1.01,1447423.0,7.48,0
497618,45.29,5743047.0,4.68,2829012,18.04,5542811,1.94,1063603.0,9.27,0
900541,58.67,17758018.0,2.7,7246732,12.89,10485100,1.01,3328149.0,5.18,0
-30775,35.02,1138866.0,-0.5,729516,-4.17,815658,1.47,620725.0,-2.62,0
84148,34.92,3887911.0,0.76,2381380,3.55,1780115,0.86,1090938.0,2.19,0
161803,25.24,4599558.0,1.02,3139580,5.28,2590872,1.02,1594210.0,3.63,0
-156171,21.25,8687467.0,-0.48,6465638,-2.4,7937362,1.62,3176890.0,-1.78,0
-156591,49.08,6073693.0,-0.75,2902582,-5.42,4197470,1.07,2019586.0,-2.6,0
182405,31.81,3345591.0,2.27,2083808,8.87,1937736,1.42,799994.0,5.45,0
569570,30.14,19108191.0,0.68,12536616,4.64,16747887,1.53,8093620.0,3.04,0
214761,11.12,2172244.0,1.5,1997140,11.48,400282,0.28,820080.0,10.4,0
7217645,39.25,82080495.0,13.66,45654194,16.45,35599249,0.9,4858043.0,9.09,0
308769,30.24,3649044.0,2.7,2354005,13.27,2600664,1.32,1144373.0,8.62,0
-65419,19.26,5119151.0,-0.24,3964347,-1.65,1130547,0.45,2735515.0,-1.3,0
62913,46.82,1263503.0,3.3,811447,7.8,776397,1.04,191854.0,5.1,0
-81921,49.5,2858424.0,-0.69,1339373,-6.17,1633351,1.37,1187985.0,-2.89,0
-6022598,33.64,45066337.0,-7.27,29953576,-19.76,5805708,0.33,8186444.0,-13.25,0
1516787,54.44,59496928.0,1.28,25399128,6.17,13973611,0.34,11595611.0,2.55,0
2550807,42.03,34728910.0,1.9,21330376,12.2,18877800,0.89,11800000.0,7.38,0
4943067,55.75,20309086.0,7.58,9290594,46.38,14277915,0.17,3800000.0,24.25,0
34394,46.15,14497631.0,-0.15,8617130,0.4,2949552,0.0,3870000.0,0.23,0
231789,44.09,7847882.0,1.03,4854325,4.85,1338077,0.37,2245505.0,2.93,0
729513,55.89,52165414.0,0.49,24425362,3.03,11963426,0.38,16233261.0,1.4,0
1128337,54.16,24230420.0,3.05,9533970,12.61,10776324,0.78,3947293.0,4.91,0
598847,53.67,42108717.0,0.4,20415542,2.97,13470962,0.51,15308998.0,1.41,0
-704543,67.96,5929825.0,-3.11,1723117,-39.9,6303705,1.55,2262785.0,-11.77,0
3905137,74.18,57377041.0,6.8,17365557,24.16,27345405,0.44,5037910.0,6.71,0
1684892,62.78,32379214.0,4.48,14662215,11.67,8667849,0.27,3711931.0,5.23,0
373736,52.86,17057882.0,1.49,8303902,4.83,3471930,0.65,2703060.0,2.23,0
-210459,66.44,12289613.0,-0.73,3742191,-6.46,1174984,0.0,3299974.0,-1.75,0
-95668,34.53,8630866.0,-0.32,6400558,-1.98,87377,0.0,5207525.0,-1.37,0
610066,53.12,33823686.0,1.12,13023505,4.74,2771905,0.2,4742280.0,1.8,0
1121231,56.95,19785874.0,3.74,8363767,13.69,15108083,1.09,3339707.0,5.79,0
612668,39.6,23585966.0,1.84,12176754,5.05,3977450,0.26,3328087.0,2.65,0
176390,56.34,12242157.0,0.59,4032863,4.35,1476336,0.18,3005579.0,1.5,0
-125610,64.73,20817742.0,-0.32,6684526,-1.87,506739,0.02,4384488.0,-0.61,0
822140,47.02,18142845.0,1.48,7767161,10.95,4616492,0.72,5589173.0,4.57,0
906148,65.67,15800823.0,6.18,5270479,17.79,4778150,0.3,1466000.0,5.84,0
2823254,76.7,180807358.0,2.11,35800518,7.97,24463018,0.28,12902969.0,1.62,0
51668,72.07,8093466.0,0.15,2171706,2.39,6406216,1.28,2419837.0,0.65,0
1746646,74.97,41530427.0,5.33,11424761,15.61,6456420,0.13,3277348.0,4.25,0
626444,66.88,9433656.0,5.91,3069278,20.84,14130629,2.4,1060357.0,6.68,0
667285,78.09,56793796.0,0.69,12237575,5.54,6772332,0.2,9000946.0,1.18,0
2772769,53.49,36197744.0,10.05,17527537,16.08,11338494,0.99,2768127.0,7.75,0
1089458,52.56,12048273.0,7.48,5705094,20.3,14468066,1.86,1350000.0,9.24,0
-321142,65.35,36403562.0,-0.42,12111345,-2.68,6441828,0.37,6867627.0,-0.91,0
28767310,76.0,334220840.0,5.06,101494293,30.85,207077912,1.08,48980353.0,8.74,0
255092,28.32,21145563.0,0.24,15638425,1.93,3985650,0.3,5853533.0,1.42,0
878425,56.88,60642487.0,1.04,23175494,3.81,8507364,0.27,8450557.0,1.46,0
682563,34.81,35071774.0,0.64,23349617,2.98,6966387,0.39,10671411.0,1.98,0
1570394,53.47,21668904.0,3.21,10822703,14.78,12344210,0.96,4670005.0,7.32,0
12186788,91.06,194975985.0,4.51,36334852,43.22,151276683,1.36,31676622.0,6.27,1
-279814,79.48,284194084.0,0.03,60711573,-0.47,115250550,1.0,54209846.0,-0.1,1
-60982,42.5,4527959.0,-0.1,2723969,-2.39,605824,0.33,1729942.0,-1.39,0
329039,50.22,19483837.0,1.67,9749934,3.37,3131115,0.33,1974846.0,1.68,0
30773,73.86,11171202.0,0.23,3075903,1.01,2830493,0.43,1484235.0,0.27,0
493106,56.73,16223474.0,0.94,6745523,7.39,4728014,0.0,5567899.0,3.08,0
11357488,58.51,108597618.0,5.1,44172342,27.92,81880182,1.48,22182975.0,11.25,1
379889,52.99,10042999.0,2.73,5275744,7.44,15955500,3.5,1372818.0,3.89,0
518147,32.24,16725364.0,1.24,10783235,4.97,2491088,0.36,4172945.0,3.14,0
-3276719,78.07,329567255.0,-0.69,76659529,-4.33,89048776,0.87,48535695.0,-0.99,1
42388,64.72,4385347.0,0.32,1636391,2.6,3895091,1.47,1311710.0,0.93,0
5843037,83.96,427566970.0,1.04,70086656,8.49,39137205,0.19,56282930.0,1.37,0
395858,68.05,44024300.0,0.42,13964272,2.85,21042937,1.07,9418671.0,0.89,0
570727,57.8,7714362.0,4.72,3302990,18.97,15160243,3.25,1257683.0,7.9,0
111414,66.28,82411595.0,0.15,26496236,0.41,11939433,0.27,7464092.0,0.13,0
209015,51.69,3840407.0,2.19,1984272,10.54,3983309,1.79,954670.0,5.48,0
174120,13.83,8780124.0,0.39,7532290,2.34,264691,0.07,4499678.0,1.99,0
-270309,83.14,7032760.0,-2.45,961951,-25.93,741703,0.34,1104856.0,-3.75,0
3255,12.29,13296294.0,0.01,11179079,0.03,2008699,0.42,3669234.0,0.03,0
-374392,86.52,11518462.0,-2.01,1248372,-30.09,1490520,0.32,1865366.0,-3.3,0
160741,13.49,10492529.0,0.32,9027059,1.8,264866,0.06,4999984.0,1.53,0
732868,68.6,10954349.0,5.18,3650028,20.66,5422910,0.99,1274020.0,6.77,0
97370,20.59,1501862.0,0.93,1281367,7.65,573115,0.52,1050000.0,6.57,0
85030,27.07,2570800.0,0.79,1972824,4.38,736669,0.53,1115229.0,3.32,0
998224,54.82,22177263.0,5.64,10671014,9.56,19679455,1.8,1800000.0,4.49,0
255926,65.99,13286194.0,4.61,4097512,6.31,15233747,2.25,769879.0,2.0,0
-415013,74.25,6035251.0,-5.9,1714847,-23.98,6545177,5.9,700000.0,-6.45,0
-351467,87.96,14661296.0,-3.15,1504949,-23.12,2806550,0.5,1115260.0,-2.42,0
108891,70.93,4243026.0,1.44,1320124,8.49,1833643,0.93,754826.0,2.57,0
-1829001,47.46,36156140.0,-2.41,17965226,-9.98,334804,0.02,7609436.0,-5.0,0
14087,12.08,988692.0,0.19,860592,1.64,108989,0.24,730433.0,1.43,0
2544897,70.19,128423769.0,1.38,39788288,6.5,37287949,0.5,14169406.0,2.02,0
159718,29.58,1638028.0,2.31,1038438,15.68,540837,0.62,690344.0,9.86,0
209254,30.92,9153615.0,0.15,5391093,3.95,6607185,1.05,2091111.0,2.29,0
806869,81.96,37661698.0,1.6,6783981,12.02,41790703,1.87,5098875.0,2.15,0
114159,62.29,6259675.0,0.65,2363033,4.89,554440,0.17,2087250.0,1.83,0
-317238,53.18,4860348.0,-1.72,2184059,-14.49,4025561,1.51,1846778.0,-6.42,0
11340258,76.82,209493934.0,9.85,44977699,25.8,258494907,2.36,10396223.0,5.52,1
-17351,35.91,25098488.0,-0.02,15792190,-0.11,311765,0.02,7900000.0,-0.07,0
8091349,28.91,153672049.0,14.85,115606494,7.6,2736394,0.05,5648606.0,5.59,0
1177355,55.64,116503422.0,0.68,54151689,2.23,13419916,0.08,17402970.0,0.99,0
-2221499,29.82,5801578.0,-20.31,3489770,-57.56,2808383,1.5,1094938.0,-37.67,0
246332,57.94,5392630.0,3.24,2644393,9.37,10314597,3.14,765557.0,4.51,0
3114,19.91,1417328.0,0.2,1058501,0.3,1837782,2.23,455487.0,0.21,0
51031,26.7,1898011.0,0.57,1377021,3.72,818717,0.61,1020000.0,2.69,0
366958,29.48,6914031.0,2.32,4871184,7.65,3382931,0.95,1556549.0,5.45,0
59832,61.56,4390290.0,1.14,1873149,3.19,1704031,0.99,526472.0,1.34,0
2668793,45.53,33854933.0,4.4,17993295,15.27,27837743,1.57,5892477.0,8.24,0
1084441,29.96,13000348.0,3.85,8129283,13.54,15267139,2.03,2857589.0,8.52,0
24534131,17.83,171276230.0,182.9,140802158,17.87,55944489,0.7,1341402.0,14.75,1
2046116,61.39,38754969.0,8.03,14908460,14.17,59080920,2.78,2313901.0,5.49,0
-90140,40.8,1824918.0,-0.8,959398,-9.29,1320863,1.31,1127192.0,-5.01,0
80176,49.21,4964039.0,0.4,2460356,3.26,6124518,2.17,1559350.0,1.66,0
935476,24.67,6487655.0,5.83,4809398,20.45,4817829,1.22,1610801.0,15.22,0
692075,42.28,18448479.0,3.55,11492660,6.24,14796460,1.6,1872620.0,3.82,0
25693,36.57,5965564.0,0.09,4045539,0.64,4039180,1.14,2796356.0,0.43,0
2074700,73.75,40676236.0,5.42,11288338,19.14,39665534,1.87,3533101.0,5.24,0
-67479,60.6,1721909.0,-0.8,517849,-12.63,1633103,1.2,731471.0,-4.31,0
608006,21.32,20162647.0,1.41,14959469,4.07,15760061,1.58,2810839.0,3.03,0
95988,49.83,2715993.0,1.03,1255021,7.72,2717038,1.84,940000.0,3.64,0
996362,28.42,10849879.0,5.64,7594686,13.47,5947577,1.04,1765978.0,9.51,0
2183500,54.63,23683043.0,9.08,9768133,23.94,21797542,1.93,2327775.0,9.82,0
43498,29.85,3709704.0,0.17,2614224,1.41,1280877,0.63,2771575.0,0.99,0
78648,20.29,1072143.0,1.11,845598,9.43,598096,0.92,709206.0,7.5,0
1229790,31.9,14629920.0,8.31,9543806,12.9,14830428,1.85,1579908.0,8.59,0
34861,32.09,2448657.0,0.32,1483020,2.34,849824,0.52,988563.0,1.44,0
472025,69.03,19290177.0,2.21,4801558,9.91,34401169,3.29,2138249.0,2.63,0
440398,53.57,5471676.0,3.55,2669412,16.89,9834318,3.07,1256402.0,8.58,0
1092656,18.06,6997303.0,4.63,5702194,19.42,4950695,1.17,2362160.0,15.66,0
133115,19.43,3480064.0,0.74,2819564,4.88,1375687,0.87,1816742.0,4.0,0
559643,56.35,9478533.0,4.21,3647865,15.71,9233174,1.63,1132856.0,5.99,0
699309,75.77,22853830.0,1.9,6074078,11.69,58413402,3.64,3677513.0,3.07,0
11817239,29.43,58100689.0,19.42,39943203,31.34,79955520,2.37,6085115.0,21.68,1
255997,31.67,8199156.0,1.08,6340994,4.27,5495307,1.22,2485503.0,3.2,0
3794576,76.84,131009598.0,5.22,46116381,8.95,353152195,5.62,9232317.0,3.06,1
5317528,56.12,124710224.0,3.74,53100558,10.27,87892821,1.29,15047323.0,4.38,1
232996,46.33,3609189.0,1.57,1980565,11.93,3737299,1.97,1624076.0,6.22,0
399236,10.45,1801374.0,6.34,1677766,24.51,154852,0.24,630000.0,22.82,0
-240957,16.36,3804273.0,-1.26,3099079,-7.72,2071615,0.87,1945399.0,-6.38,0
1429287,34.94,16601711.0,4.61,9655006,15.36,11048392,1.09,3097570.0,8.82,0
-46614,91.17,1125815.0,-0.25,70775,-53.69,1039271,1.67,1948781.0,-4.04,0
6125394,52.31,75249230.0,11.65,36060429,17.4,55547908,1.36,5256059.0,8.29,0
12393778,51.81,184584602.0,4.01,71990212,17.5,132860984,1.37,35124215.0,6.79,1
-65391,57.99,1597659.0,-0.93,601318,-11.26,1756214,2.04,714480.0,-4.19,0
227249,61.36,7612291.0,0.56,3046296,7.49,6313382,1.45,1892408.0,2.96,0
697196,81.85,23332781.0,3.13,3720673,19.21,108522967,8.14,2225726.0,3.21,1
359746,43.43,17429473.0,0.43,9710688,3.75,3086399,0.44,8069485.0,2.15,0
140564,52.38,5485991.0,0.8,2619210,5.35,964940,0.32,1459845.0,2.55,0
16464,86.23,8807966.0,0.05,1245363,1.34,2417836,0.49,3253324.0,0.19,0
322455,63.37,7556282.0,1.59,3141092,10.26,5217591,0.69,2287135.0,4.34,0
-13613,14.83,1003351.0,-0.16,936031,-1.44,276879,0.2,878480.0,-1.35,0
-36086,50.21,6177513.0,-0.48,2360567,-1.53,3700321,1.04,1024419.0,-0.65,0
1024587,66.17,17727722.0,4.9,5215019,21.33,4684643,0.55,2103341.0,5.66,0
-47715,54.57,1566230.0,-0.69,815365,-5.71,963405,1.1,880868.0,-2.94,0
-121984,57.85,5114852.0,-0.76,1871341,-6.45,4163616,1.64,1619374.0,-2.44,0
161508,34.57,14718146.0,0.6,9023853,1.8,6102675,0.77,2794973.0,1.11,0
