,公司代號,公司名稱,營業收入,營收成長率,本期淨利（淨損）,淨值,股東權益報酬率,股本,資產總額,資產報酬率,總資產週轉率,負債比率,基本每股盈餘（元）,Top_100
0,N_name,Name,Revenue,SV,Income,Networth,Return_Eq,Stock,Total_assete,Reture_A,Turnover,Liab_ratio,EPS,Top_100
330,2390,云辰,531099,-14.52,195323,2351289,8.41,2140216,2928608,6.74,0.41,21.19,0.91,0
331,2392,正崴,89552100,-8.53,1884368,30083888,6.36,5123269,82262102,2.25,2.16,61.47,4.06,1
332,2393,億光,21637035,3.14,1249680,17938690,7.06,4433931,30267150,4.22,1.29,39.35,2.79,0
333,2395,研華,51119408,-5.62,7302987,35046423,21.45,7722545,50199385,14.91,2.05,30.68,9.4,0
334,2397,友通,8349522,18.74,477833,5033639,9.55,1146889,8084004,5.91,1.72,38.59,3.54,0
335,2399,映泰,2104572,-2.35,145600,2149432,6.64,1781000,2808277,5.15,1.29,26.1,0.8,0
336,2401,凌陽,6414140,16.83,618827,10019001,6.29,5919949,12620589,5.01,0.48,16.69,0.55,0
337,2402,毅嘉,5502842,-11.31,120190,5703484,2.13,3075366,9460234,1.33,1.26,30.99,0.4,0
338,2404,漢唐,35836642,49.81,4091332,10151518,42.14,1905867,27048567,15.42,1.82,62.15,21.16,0
339,2405,浩鑫,1744376,-45.51,62105,3398052,1.85,3434273,3913584,1.61,1.3,22.4,0.17,0
340,2406,國碩,9554735,12.78,-560980,5858681,-10.1,2859057,15674046,-3.74,1.01,65.16,-2.17,0
341,2408,南亞科,61005514,17.94,7686041,153812027,5,30972203,165631980,4.62,0.55,7.93,2.51,1
342,2409,友達,270955381,0.8,2907427,193790365,1.55,96242451,407270295,0.73,1.18,52.73,0.36,1
343,2412,中華電,207608998,0.04,34705543,389258457,9.03,77574465,506377992,6.91,0.76,19.07,4.31,1
344,2413,環科,3801959,4.55,-13831,1589361,-0.89,1273592,4611671,-0.3,1.33,67.25,-0.1,0
345,2414,精技,21557473,13.62,371786,3238542,11.64,1617358,7165650,5.02,4.58,55.7,2.25,0
346,2415,錩新,1964549,-10.28,87210,2080241,4.23,800000,5590680,1.63,0.79,59.56,0.66,0
347,2417,圓剛,7051145,139.77,1617691,5719177,29.63,1928923,7998126,20.08,1.06,17.23,6.41,0
348,2419,仲琦,10278461,-0.46,402659,5582887,7.35,3289862,12555955,3.28,2.07,44.09,0.87,0
349,2420,新巨,2475359,-7.61,444452,3251623,13.92,1526487,5568202,7.56,0.79,46.87,2.9,0
350,2421,建準,12781281,9.62,851650,4594129,18.93,2509297,10419061,8.3,2.21,55.2,3.39,0
351,2423,固緯,2306140,-9.62,199070,2326668,8.69,1450472,3688376,5.96,1.43,25.06,1.37,0
352,2424,隴華,17978,-21.32,-141504,129127,-136.82,189670,583468,-30.64,0.07,59.26,-7.73,0
353,2425,承啟,4672310,-1.53,183413,1933668,9.76,1014988,2911546,6.44,3.19,27.77,1.51,0
354,2426,鼎元,2428616,-3.62,307901,3946162,7.86,3006223,6208768,5.06,0.73,40.28,1.02,0
355,2427,三商電,3021959,-0.58,115687,2222870,5.21,1843145,4398765,2.66,1.06,51.56,0.63,0
356,2428,興勤,5920258,1.83,1380603,7444787,19.25,1281127,11030660,13.06,1.18,25.55,10.81,0
357,2429,銘旺科,900394,-7.63,-69543,314872,-24.11,397482,973199,-7.68,1.83,66.76,-1.63,0
358,2430,燦坤,19542720,3.31,308372,4786957,6.5,1664688,13974028,2.22,2.46,64.62,1.85,0
359,2431,聯昌,2298426,-22.57,46775,1376748,3.41,1109270,2297477,2.06,2.29,40.43,0.42,0
360,2433,互盛電,4050378,-6.34,590755,4821828,12.66,1444960,7948046,7.51,0.93,40.21,3.93,0
361,2434,統懋,133723,-20.13,-6266,335884,-2.29,270000,552424,-0.94,0.42,79.47,-0.33,0
362,2436,偉詮電,2619977,12.83,341504,3187255,11.15,1780100,4309329,7.94,1.06,21.83,1.94,0
363,2438,翔耀,379424,-12.1,22168,823324,2.71,601956,948088,2.37,0.75,16.21,0.07,0
364,2439,美律,34444819,-5.44,1319400,12270743,11.11,2093332,34155348,4.03,2.38,49.61,6.39,0
365,2440,太空梭,2990077,8.05,219766,1257787,17.94,1391173,2184414,10.44,2.01,55.31,1.58,0
366,2441,超豐,14701682,22.2,2662311,17996719,15.12,5688459,21532124,12.71,1.09,14.66,4.68,0
367,2442,新美齊,5306536,7.87,122004,3957910,2.9,2400593,11586578,0.92,0.68,66.25,0.6,0
368,2443,億麗,469729,-48.72,-454870,515245,-76.16,1456870,891342,-45.62,0.71,30.18,-3.09,0
369,2444,兆勁,1774217,12.58,-94762,863289,-11,1055576,1866657,-5.06,1.59,43.84,-0.93,0
370,2449,京元電子,28959304,13.39,3637140,29326076,12.8,12227451,61315518,5.98,0.81,52.43,2.97,0
371,2450,神腦,27007073,-6.44,435915,5927120,7.46,2582527,10175204,4.27,4.83,41.78,1.69,0
372,2451,創見,11446696,-15.19,1197735,18672026,6.47,4290617,20737622,5.86,1.12,8.46,2.79,0
373,2453,凌群,5757866,-2.59,166842,1894704,8.96,1000000,4289866,3.94,2.3,57.97,1.7,0
374,2454,聯發科,322145988,30.84,41438573,375084451,11.57,15902755,533906327,8.09,0.94,31.46,26.01,1
375,2455,全新,2645003,4.51,532588,2901719,18.83,1849059,4318600,12.43,1.01,34.77,2.88,0
376,2456,奇力新,17437999,9.88,1543073,25599669,6.12,2633292,42072391,3.68,0.68,41.3,5.91,0
377,2457,飛宏,9243618,-13.57,-154613,4744881,-3.28,3376884,10362671,-1.55,2,48.45,-0.46,0
378,2458,義隆,15099690,59.15,3193038,9273056,36.86,3038804,14452190,23.05,1.48,32.4,11.14,0
379,2459,敦吉,6364618,-15.91,502440,4859804,10.57,1055956,8782477,5.86,1.57,44.91,4.25,0
380,2460,建通,3454386,0.33,-42496,2152906,-1.99,1692000,5198002,-0.82,1.08,60.03,-0.25,0
381,2461,光群雷,5439230,4.6,191139,3965924,5.25,1593246,7959490,2.51,1.34,52.21,0.96,0
382,2462,良得電,4526914,-3.82,123760,2597295,4.8,1419346,4910342,2.54,1.71,45.73,0.87,0
383,2464,盟立,8908665,-29.2,513384,4109162,12.71,1955312,11208529,4.67,2,64.49,2.63,0
384,2465,麗臺,4548266,24.96,24782,316812,8.3,535873,1668803,1.63,4.52,79.02,0.5,0
385,2466,冠西電,1245165,-46.02,6368,1640392,0.39,1563342,4060014,0.16,1.06,59.41,0.04,0
386,2467,志聖,4085806,-8.07,475245,2682492,18.46,1492055,6750801,7.36,1.21,58.66,2.94,0
387,2468,華經,2160998,-2.66,38776,1138068,3.4,699612,1952647,2.14,1.94,40.34,0.55,0
388,2471,資通,773691,7.09,97961,771770,12.94,472539,1302705,7.74,1.02,39.57,2.07,0
389,2472,立隆電,7822322,11.17,976185,7403640,14.16,1532635,11565215,8.59,1.17,46,5.13,0
390,2474,可成,82506032,-9.96,21166068,158071602,14.03,7616181,255903195,8.47,0.61,38.88,27.65,1
391,2476,鉅祥,4779614,-4.31,356967,5328057,6.85,1849683,8278321,4.39,1.12,33.02,1.55,0
392,2477,美隆電,3053333,-21.08,176048,3347399,5.3,1982165,9773644,2.14,1.08,43.85,0.92,0
393,2478,大毅,5394839,19.81,670135,5873989,11.63,1447423,9155867,7.48,1.01,31.24,4.7,0
394,2480,敦陽科,5542811,0.39,497618,2829012,18.04,1063603,5743047,9.27,1.94,45.29,4.68,0
395,2481,強茂,10485100,14.67,900541,7246732,12.89,3328149,17758018,5.18,1.01,58.67,2.7,0
396,2482,連宇,815658,-17.35,-30775,729516,-4.17,620725,1138866,-2.62,1.47,35.02,-0.5,0
397,2483,百容,1780115,-1.01,84148,2381380,3.55,1090938,3887911,2.19,0.86,34.92,0.76,0
398,2484,希華,2590872,12.74,161803,3139580,5.28,1594210,4599558,3.63,1.02,25.24,1.02,0
399,2485,兆赫,7937362,2.03,-156171,6465638,-2.4,3176890,8687467,-1.78,1.62,21.25,-0.48,0
400,2486,一詮,4197470,14.45,-156591,2902582,-5.42,2019586,6073693,-2.6,1.07,49.08,-0.75,0
401,2488,漢平,1937736,-23.64,182405,2083808,8.87,799994,3345591,5.45,1.42,31.81,2.27,0
402,2489,瑞軒,16747887,10.42,569570,12536616,4.64,8093620,19108191,3.04,1.53,30.14,0.68,0
403,2491,吉祥全,400282,23.3,214761,1997140,11.48,820080,2172244,10.4,0.28,11.12,1.5,0
404,2492,華新科,35599249,18.7,7217645,45654194,16.45,4858043,82080495,9.09,0.9,39.25,13.66,0
405,2493,揚博,2600664,4.71,308769,2354005,13.27,1144373,3649044,8.62,1.32,30.24,2.7,0
406,2495,普安,1130547,-17.9,-65419,3964347,-1.65,2735515,5119151,-1.3,0.45,19.26,-0.24,0
407,2496,卓越,776397,-11.77,62913,811447,7.8,191854,1263503,5.1,1.04,46.82,3.3,0
408,2497,怡利電,1633351,-25.82,-81921,1339373,-6.17,1187985,2858424,-2.89,1.37,49.5,-0.69,0
409,2498,宏達電,5805708,-42.03,-6022598,29953576,-19.76,8186444,45066337,-13.25,0.33,33.64,-7.27,0
410,2501,國建,13973611,20.42,1516787,25399128,6.17,11595611,59496928,2.55,0.34,54.44,1.28,0
411,2504,國產,18877800,0.5,2550807,21330376,12.2,11800000,34728910,7.38,0.89,42.03,1.9,0
412,2505,國揚,14277915,642.47,4943067,9290594,46.38,3800000,20309086,24.25,0.17,55.75,7.58,0
413,2506,太設,2949552,249.35,34394,8617130,0.4,3870000,14497631,0.23,0,46.15,-0.15,0
414,2509,全坤建,1338077,-22.7,231789,4854325,4.85,2245505,7847882,2.93,0.37,44.09,1.03,0
415,2511,太子,11963426,-2.67,729513,24425362,3.03,16233261,52165414,1.4,0.38,55.89,0.49,0
416,2514,龍邦,10776324,14.98,1128337,9533970,12.61,3947293,24230420,4.91,0.78,54.16,3.05,0
417,2515,中工,13470962,6.99,598847,20415542,2.97,15308998,42108717,1.41,0.51,53.67,0.4,0
418,2516,新建,6303705,-13.87,-704543,1723117,-39.9,2262785,5929825,-11.77,1.55,67.96,-3.11,0
419,2520,冠德,27345405,77.29,3905137,17365557,24.16,5037910,57377041,6.71,0.44,74.18,6.8,0
420,2524,京城,8667849,44.7,1684892,14662215,11.67,3711931,32379214,5.23,0.27,62.78,4.48,0
421,2527,宏璟,3471930,-46.03,373736,8303902,4.83,2703060,17057882,2.23,0.65,52.86,1.49,0
422,2528,皇普,1174984,86232.4,-210459,3742191,-6.46,3299974,12289613,-1.75,0,66.44,-0.73,0
423,2530,華建,87377,759.16,-95668,6400558,-1.98,5207525,8630866,-1.37,0,34.53,-0.32,0
424,2534,宏盛,2771905,-53.13,610066,13023505,4.74,4742280,33823686,1.8,0.2,53.12,1.12,0
425,2535,達欣工,15108083,40.49,1121231,8363767,13.69,3339707,19785874,5.79,1.09,56.95,3.74,0
426,2536,宏普,3977450,37.82,612668,12176754,5.05,3328087,23585966,2.65,0.26,39.6,1.84,0
427,2537,聯上發,1476336,87.19,176390,4032863,4.35,3005579,12242157,1.5,0.18,56.34,0.59,0
428,2538,基泰,506739,191.52,-125610,6684526,-1.87,4384488,20817742,-0.61,0.02,64.73,-0.32,0
429,2539,櫻花建,4616492,-37.88,822140,7767161,10.95,5589173,18142845,4.57,0.72,47.02,1.48,0
430,2540,愛山林,4778150,116.04,906148,5270479,17.79,1466000,15800823,5.84,0.3,65.67,6.18,0
431,2542,興富發,24463018,2.79,2823254,35800518,7.97,12902969,180807358,1.62,0.28,76.7,2.11,0
432,2543,皇昌,6406216,12.45,51668,2171706,2.39,2419837,8093466,0.65,1.28,72.07,0.15,0
433,2545,皇翔,6456420,102.23,1746646,11424761,15.61,3277348,41530427,4.25,0.13,74.97,5.33,0
434,2546,根基,14130629,23.29,626444,3069278,20.84,1060357,9433656,6.68,2.4,66.88,5.91,0
435,2547,日勝生,6772332,7.51,667285,12237575,5.54,9000946,56793796,1.18,0.2,78.09,0.69,0
436,2548,華固,11338494,-42.79,2772769,17527537,16.08,2768127,36197744,7.75,0.99,53.49,10.05,0
437,2597,潤弘,14468066,24.19,1089458,5705094,20.3,1350000,12048273,9.24,1.86,52.56,7.48,0
438,2601,益航,6441828,-20.26,-321142,12111345,-2.68,6867627,36403562,-0.91,0.37,65.35,-0.42,0
439,2603,長榮,207077912,9,28767310,101494293,30.85,48980353,334220840,8.74,1.08,76,5.06,0
440,2605,新興,3985650,-3.96,255092,15638425,1.93,5853533,21145563,1.42,0.3,28.32,0.24,0
441,2606,裕民,8507364,-15.41,878425,23175494,3.81,8450557,60642487,1.46,0.27,56.88,1.04,0
442,2607,榮運,6966387,-9.89,682563,23349617,2.98,10671411,35071774,1.98,0.39,34.81,0.64,0
443,2608,嘉里大榮,12344210,4.12,1570394,10822703,14.78,4670005,21668904,7.32,0.96,53.47,3.21,0
444,2609,陽明,151276683,1.76,12186788,36334852,43.22,31676622,194975985,6.27,1.36,91.06,4.51,1
445,2610,華航,115250550,-31.42,-279814,60711573,-0.47,54209846,284194084,-0.1,1,79.48,0.03,1
446,2611,志信,605824,-32.61,-60982,2723969,-2.39,1729942,4527959,-1.39,0.33,42.5,-0.1,0
447,2612,中航,3131115,-16.7,329039,9749934,3.37,1974846,19483837,1.68,0.33,50.22,1.67,0
448,2613,中櫃,2830493,-1.68,30773,3075903,1.01,1484235,11171202,0.27,0.43,73.86,0.23,0
449,2614,東森,4728014,44.31,493106,6745523,7.39,5567899,16223474,3.08,0,56.73,0.94,0
450,2615,萬海,81880182,12.77,11357488,44172342,27.92,22182975,108597618,11.25,1.48,58.51,5.1,1
451,2616,山隆,15955500,-11.43,379889,5275744,7.44,1372818,10042999,3.89,3.5,52.99,2.73,0
452,2617,台航,2491088,-20,518147,10783235,4.97,4172945,16725364,3.14,0.36,32.24,1.24,0
453,2618,長榮航,89048776,-50.88,-3276719,76659529,-4.33,48535695,329567255,-0.99,0.87,78.07,-0.69,1
454,2630,亞航,3895091,-0.47,42388,1636391,2.6,1311710,4385347,0.93,1.47,64.72,0.32,0
455,2633,台灣高鐵,39137205,-17.62,5843037,70086656,8.49,56282930,427566970,1.37,0.19,83.96,1.04,0
456,2634,漢翔,21042937,-26.27,395858,13964272,2.85,9418671,44024300,0.89,1.07,68.05,0.42,0
457,2636,台驊投控,15160243,34.18,570727,3302990,18.97,1257683,7714362,7.9,3.25,57.8,4.72,0
458,2637,慧洋-KY,11939433,-13.69,111414,26496236,0.41,7464092,82411595,0.13,0.27,66.28,0.15,0
459,2642,宅配通,3983309,7.29,209015,1984272,10.54,954670,3840407,5.48,1.79,51.69,2.19,0
460,2701,萬企,264691,-24.06,174120,7532290,2.34,4499678,8780124,1.99,0.07,13.83,0.39,0
461,2702,華園,741703,-51.02,-270309,961951,-25.93,1104856,7032760,-3.75,0.34,83.14,-2.45,0
462,2704,國賓,2008699,-31.11,3255,11179079,0.03,3669234,13296294,0.03,0.42,12.29,0.01,0
463,2705,六福,1490520,-28.86,-374392,1248372,-30.09,1865366,11518462,-3.3,0.32,86.52,-2.01,0
464,2706,第一店,264866,-23.61,160741,9027059,1.8,4999984,10492529,1.53,0.06,13.49,0.32,0
465,2707,晶華,5422910,-17.02,732868,3650028,20.66,1274020,10954349,6.77,0.99,68.6,5.18,0
466,2712,遠雄來,573115,34.77,97370,1281367,7.65,1050000,1501862,6.57,0.52,20.59,0.93,0
467,2722,夏都,736669,-2.18,85030,1972824,4.38,1115229,2570800,3.32,0.53,27.07,0.79,0
468,2723,美食-KY,19679455,-15.23,998224,10671014,9.56,1800000,22177263,4.49,1.8,54.82,5.64,0
469,2727,王品,15233747,-6.29,255926,4097512,6.31,769879,13286194,2,2.25,65.99,4.61,0
470,2731,雄獅,6545177,-78.3,-415013,1714847,-23.98,700000,6035251,-6.45,5.9,74.25,-5.9,0
471,2739,寒舍,2806550,-37.36,-351467,1504949,-23.12,1115260,14661296,-2.42,0.5,87.96,-3.15,0
472,2748,雲品,1833643,-22.98,108891,1320124,8.49,754826,4243026,2.57,0.93,70.93,1.44,0
473,2841,台開,334804,-14.61,-1829001,17965226,-9.98,7609436,36156140,-5,0.02,47.46,-2.41,0
474,2901,欣欣,108989,-20.82,14087,860592,1.64,730433,988692,1.43,0.24,12.08,0.19,0
475,2903,遠百,37287949,-1.68,2544897,39788288,6.5,14169406,128423769,2.02,0.5,70.19,1.38,0
476,2904,匯僑,540837,7.05,159718,1038438,15.68,690344,1638028,9.86,0.62,29.58,2.31,0
477,2906,高林,6607185,-8.88,209254,5391093,3.95,2091111,9153615,2.29,1.05,30.92,0.15,0
478,2908,特力,41790703,9.83,806869,6783981,12.02,5098875,37661698,2.15,1.87,81.96,1.6,0
479,2910,統領,554440,-14.72,114159,2363033,4.89,2087250,6259675,1.83,0.17,62.29,0.65,0
480,2911,麗嬰房,4025561,-20.2,-317238,2184059,-14.49,1846778,4860348,-6.42,1.51,53.18,-1.72,0
481,2912,統一超,258494907,1,11340258,44977699,25.8,10396223,209493934,5.52,2.36,76.82,9.85,1
482,2913,農林,311765,4.27,-17351,15792190,-0.11,7900000,25098488,-0.07,0.02,35.91,-0.02,0
483,2915,潤泰全,2736394,-21.51,8091349,115606494,7.6,5648606,153672049,5.59,0.05,28.91,14.85,0
484,2923,鼎固-KY,13419916,133.91,1177355,54151689,2.23,17402970,116503422,0.99,0.08,55.64,0.68,0
485,2929,淘帝-KY,2808383,-61.37,-2221499,3489770,-57.56,1094938,5801578,-37.67,1.5,29.82,-20.31,0
486,2936,客思達-KY,10314597,-12.16,246332,2644393,9.37,765557,5392630,4.51,3.14,57.94,3.24,0
487,2939,凱羿-KY,1837782,-18.25,3114,1058501,0.3,455487,1417328,0.21,2.23,19.91,0.2,0
488,3002,歐格,818717,19.66,51031,1377021,3.72,1020000,1898011,2.69,0.61,26.7,0.57,0
489,3003,健和興,3382931,-3.45,366958,4871184,7.65,1556549,6914031,5.45,0.95,29.48,2.32,0
490,3004,豐達科,1704031,-39.49,59832,1873149,3.19,526472,4390290,1.34,0.99,61.56,1.14,0
491,3005,神基,27837743,3.28,2668793,17993295,15.27,5892477,33854933,8.24,1.57,45.53,4.4,0
492,3006,晶豪科,15267139,27.4,1084441,8129283,13.54,2857589,13000348,8.52,2.03,29.96,3.85,0
493,3008,大立光,55944489,-7.9,24534131,140802158,17.87,1341402,171276230,14.75,0.7,17.83,182.9,1
494,3010,華立,59080920,8.04,2046116,14908460,14.17,2313901,38754969,5.49,2.78,61.39,8.03,0
495,3011,今皓,1320863,-2.16,-90140,959398,-9.29,1127192,1824918,-5.01,1.31,40.8,-0.8,0
496,3013,晟銘電,6124518,1.65,80176,2460356,3.26,1559350,4964039,1.66,2.17,49.21,0.4,0
497,3014,聯陽,4817829,31.46,935476,4809398,20.45,1610801,6487655,15.22,1.22,24.67,5.83,0
498,3015,全漢,14796460,3.82,692075,11492660,6.24,1872620,18448479,3.82,1.6,42.28,3.55,0
499,3016,嘉晶,4039180,4.79,25693,4045539,0.64,2796356,5965564,0.43,1.14,36.57,0.09,0
500,3017,奇鋐,39665534,8.57,2074700,11288338,19.14,3533101,40676236,5.24,1.87,73.75,5.42,0
501,3018,同開,1633103,51.91,-67479,517849,-12.63,731471,1721909,-4.31,1.2,60.6,-0.8,0
502,3019,亞光,15760061,-13.01,608006,14959469,4.07,2810839,20162647,3.03,1.58,21.32,1.41,0
503,3021,鴻名,2717038,8.06,95988,1255021,7.72,940000,2715993,3.64,1.84,49.83,1.03,0
504,3022,威強電,5947577,6.08,996362,7594686,13.47,1765978,10849879,9.51,1.04,28.42,5.64,0
505,3023,信邦,21797542,20.62,2183500,9768133,23.94,2327775,23683043,9.82,1.93,54.63,9.08,0
506,3024,憶聲,1280877,-5.08,43498,2614224,1.41,2771575,3709704,0.99,0.63,29.85,0.17,0
507,3025,星通,598096,9.82,78648,845598,9.43,709206,1072143,7.5,0.92,20.29,1.11,0
508,3026,禾伸堂,14830428,1.54,1229790,9543806,12.9,1579908,14629920,8.59,1.85,31.9,8.31,0
509,3027,盛達,849824,36.6,34861,1483020,2.34,988563,2448657,1.44,0.52,32.09,0.32,0
510,3028,增你強,34401169,27.51,472025,4801558,9.91,2138249,19290177,2.63,3.29,69.03,2.21,0
511,3029,零壹,9834318,10.31,440398,2669412,16.89,1256402,5471676,8.58,3.07,53.57,3.55,0
512,3030,德律,4950695,12.85,1092656,5702194,19.42,2362160,6997303,15.66,1.17,18.06,4.63,0
513,3031,佰鴻,1375687,-22.21,133115,2819564,4.88,1816742,3480064,4,0.87,19.43,0.74,0
514,3032,偉訓,9233174,19.33,559643,3647865,15.71,1132856,9478533,5.99,1.63,56.35,4.21,0
515,3033,威健,58413402,21.13,699309,6074078,11.69,3677513,22853830,3.07,3.64,75.77,1.9,0
516,3034,聯詠,79955520,24.21,11817239,39943203,31.34,6085115,58100689,21.68,2.37,29.43,19.42,1
517,3035,智原,5495307,3.62,255997,6340994,4.27,2485503,8199156,3.2,1.22,31.67,1.08,0
518,3036,文曄,353152195,5.36,3794576,46116381,8.95,9232317,131009598,3.06,5.62,76.84,5.22,1
519,3037,欣興,87892821,6.49,5317528,53100558,10.27,15047323,124710224,4.38,1.29,56.12,3.74,1
520,3038,全台,3737299,-9.01,232996,1980565,11.93,1624076,3609189,6.22,1.97,46.33,1.57,0
521,3040,遠見,154852,-23.14,399236,1677766,24.51,630000,1801374,22.82,0.24,10.45,6.34,0
522,3041,揚智,2071615,2.99,-240957,3099079,-7.72,1945399,3804273,-6.38,0.87,16.36,-1.26,0
523,3042,晶技,11048392,31.05,1429287,9655006,15.36,3097570,16601711,8.82,1.09,34.94,4.61,0
524,3043,科風,1039271,-14.14,-46614,70775,-53.69,1948781,1125815,-4.04,1.67,91.17,-0.25,0
525,3044,健鼎,55547908,2.01,6125394,36060429,17.4,5256059,75249230,8.29,1.36,52.31,11.65,0
526,3045,台灣大,132860984,6.78,12393778,71990212,17.5,35124215,184584602,6.79,1.37,51.81,4.01,1
527,3046,建碁,1756214,1.81,-65391,601318,-11.26,714480,1597659,-4.19,2.04,57.99,-0.93,0
528,3047,訊舟,6313382,15.21,227249,3046296,7.49,1892408,7612291,2.96,1.45,61.36,0.56,0
529,3048,益登,108522967,12.02,697196,3720673,19.21,2225726,23332781,3.21,8.14,81.85,3.13,1
530,3049,和鑫,3086399,-29.89,359746,9710688,3.75,8069485,17429473,2.15,0.44,43.43,0.43,0
531,3050,鈺德,964940,-5.46,140564,2619210,5.35,1459845,5485991,2.55,0.32,52.38,0.8,0
532,3051,力特,2417836,-4.39,16464,1245363,1.34,3253324,8807966,0.19,0.49,86.23,0.05,0
533,3052,夆典,5217591,-7.22,322455,3141092,10.26,2287135,7556282,4.34,0.69,63.37,1.59,0
534,3054,立萬利,276879,113.34,-13613,936031,-1.44,878480,1003351,-1.35,0.2,14.83,-0.16,0
535,3055,蔚華科,3700321,27.12,-36086,2360567,-1.53,1024419,6177513,-0.65,1.04,50.21,-0.48,0
536,3056,總太,4684643,25.18,1024587,5215019,21.33,2103341,17727722,5.66,0.55,66.17,4.9,0
537,3057,喬鼎,963405,-22.65,-47715,815365,-5.71,880868,1566230,-2.94,1.1,54.57,-0.69,0
538,3058,立德,4163616,-7.94,-121984,1871341,-6.45,1619374,5114852,-2.44,1.64,57.85,-0.76,0
539,3059,華晶科,6102675,-1.4,161508,9023853,1.8,2794973,14718146,1.11,0.77,34.57,0.6,0
540,3060,銘異,3889506,-28.03,-281631,2886807,-9.66,1375632,4671659,-5.99,1.7,40.48,-1.85,0
541,3062,建漢,4834151,-15.4,23575,5393762,0.44,3286054,8024343,0.29,1.27,31.56,0.07,0
542,3090,日電貿,9241488,4.78,627543,4515870,14.55,1786572,7801323,8.36,2.08,39.5,3.36,0
543,3092,鴻碩,2651387,,127301,1694256,,832810,4241380,,,,1.58,0
544,3094,聯傑,233542,-3.71,33436,1043786,3.21,846321,1160407,2.9,0.34,10.48,0.41,0
545,3130,一零四,1634481,-0.12,256170,1465739,17.88,331907,2657524,9.96,1.15,42.02,7.8,0
546,3138,耀登,1121773,,111752,1157790,,466957,1817239,,,,2.63,0
547,3149,正達,2448536,-14.57,-293123,1537293,-20.83,2063936,4047291,-7.52,1.27,60.94,-1.42,0
548,3164,景岳,325191,-6.08,60215,1481872,4.1,863414,1612823,3.77,0.38,7.83,0.69,0
549,3167,大量,2427607,24.96,415518,2082436,21.66,801341,5495311,8.33,0.85,55.06,5.23,0
550,3189,景碩,27098474,21.37,929443,29189559,3.2,4508625,42783952,2.19,0.92,30.85,1.21,0
551,3209,全科,41948823,6.03,451051,3435870,13.44,1891813,12585068,3.37,5.79,73.2,2.51,0
552,3229,晟鈦,390868,-30.74,-230284,349997,-57.09,935159,644483,-33.38,1.03,34.16,-2.27,0
553,3231,緯創,845011844,-3.79,12907896,83926079,15.64,28406121,428822445,3.25,4.36,75.62,3.1,1
554,3257,虹冠電,1071450,55.82,239751,1560602,15.81,727390,1794488,13.71,0.72,7.88,3.34,0
555,3266,昇陽,3216269,63.34,143161,5632218,2.54,3523143,11328094,1.26,0.32,48.95,0.4,0
556,3296,勝德,2511738,-10.7,22475,1466532,2.79,967244,2462120,1.69,2.17,31.99,0.23,0
557,3305,昇貿,5280588,1.24,178533,3671295,4.95,1182653,6633285,2.7,1.43,43.98,1.51,0
558,3308,聯德,329881,-45.41,-87435,698998,-12.25,985696,1525201,-5.68,0.61,53.48,-0.89,0
559,3311,閎暉,1734002,-24.47,-366258,2092028,-17.55,600000,2879759,-13.06,1.19,24.64,-6.1,0
560,3312,弘憶股,13678646,7.67,197574,1487677,13.58,1251140,5517181,3.73,4.6,70.35,1.58,0
561,3321,同泰,1858643,-18.47,-272816,939655,-34.3,1561448,2349020,-11.41,1.46,68.65,-2.15,0
562,3338,泰碩,5257058,12.59,225236,1687167,13.64,878283,4388662,4.99,1.9,62.94,2.58,0
563,3346,麗清,4345852,5.61,12315,1816821,0.76,845309,5506040,0.24,1.5,70.02,0.16,0
564,3356,奇偶,1157285,-16.22,161277,1759768,9.37,898257,2464853,6.5,0.82,42.96,1.78,0
565,3376,新日興,15232783,28.89,1672971,15720043,10.87,1920263,22410520,7.61,1.05,31.14,9.05,0
566,3380,明泰,32170649,103.28,725103,12738331,5.78,5417185,27005583,2.71,1.37,43.81,1.03,0
567,3383,新世紀,551501,-25.92,-284890,200592,-136.42,700000,2975956,-9.54,0.38,85.4,-4.07,0
568,3406,玉晶光,15900157,32.01,3041011,15796741,20,1116675,26168613,12.05,1.06,35.44,27.42,0
569,3413,京鼎,9942056,36.08,1242002,5518186,23.68,829073,11497522,12.33,1.56,47.93,14.91,0
570,3416,融程電,1845525,10.82,256062,2202109,11.81,724660,2765243,9.51,1.14,13.12,3.55,0
571,3419,譁裕,1426967,13.77,72526,1523141,-2.26,1204804,2352980,-1.36,0.69,36.7,0.61,0
572,3432,台端,31533,-40.79,32558,1530434,2.15,665860,1754412,1.86,0.05,24.3,0.49,0
573,3437,榮創,5478884,35.43,-110627,2639785,-4.23,1445480,4623760,-2.31,1.6,39.39,-0.77,0
574,3443,創意,13569441,26.7,850007,4486984,20.32,1340119,9745812,9.46,2.23,48.29,6.34,0
575,3450,聯鈞,6208576,7.96,571224,5812015,9.93,1456814,8307017,6.98,1.28,28.13,1.65,0
576,3454,晶睿,5544433,-15.66,221507,2899548,7.69,869574,4747190,4.81,1.39,37.04,2.9,0
577,3481,群創,269911051,7.12,1639824,237567046,0.71,99404332,379559837,0.44,1.16,37.23,0.17,1
578,3494,誠研,488725,-50.42,-743751,1287168,-57.53,1794506,2439430,-29.01,0.48,48.17,-2.44,0
579,3501,維熹,4660963,-4.13,424076,5931655,7.23,1182579,7842226,5.53,1.11,24.56,3.59,0
